	Timestamp	Filtered Rate: CBP	Filtered Rate: tri-PXZ-trz	Filtered Rate: Cl-BsubPc	Source Power: CBP	Source Power: tri-PXZ-trz	Source Power: Cl-BsubPc	Thickness: CBP	Thickness: tri-PXZ-trz	Thickness: Cl-BsubPc	State: CBP	State: tri-PXZ-trz	State: Cl-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: tri-PXZ-trz	Fundamental  Frequency: Cl-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: tri-PXZ-trz	Current Z-Ratio: Cl-BsubPc
1106	12:21:39	-0.000	0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1107	12:21:40	0.001	-0.000	0.007	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1108	12:21:41	0.001	0.000	0.007	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
1109	12:21:42	0.001	0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1110	12:21:43	0.001	0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1111	12:21:44	0.001	0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	778
1112	12:21:45	0.001	0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1113	12:21:46	0.001	0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
1114	12:21:47	0.001	-0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	778
1115	12:21:48	0.001	0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1116	12:21:49	0.001	0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1117	12:21:50	0.001	0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1118	12:21:51	0.000	0.002	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1119	12:21:52	0.001	-0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1120	12:21:53	0.001	0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1121	12:21:54	0.001	0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1122	12:21:55	0.001	-0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1123	12:21:56	0.001	-0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
1124	12:21:57	0.000	-0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1125	12:21:58	0.001	0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	778
1126	12:21:59	0.001	0.003	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1127	12:22:00	0.001	0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1128	12:22:01	0.001	0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1129	12:22:02	0.001	0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	779
1130	12:22:03	0.001	-0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1131	12:22:04	0.001	0.002	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1132	12:22:05	0.001	0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1133	12:22:06	0.001	-0.002	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1134	12:22:07	0.001	0.002	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1135	12:22:08	0.001	-0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1136	12:22:09	0.001	0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1137	12:22:10	0.001	0.003	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	779
1138	12:22:11	0.001	-0.002	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	777
1139	12:22:12	0.001	-0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	778
1140	12:22:13	0.000	-0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1141	12:22:14	0.001	-0.002	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1142	12:22:15	0.001	0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1143	12:22:16	0.001	-0.001	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
1144	12:22:17	0.000	-0.002	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1145	12:22:18	0.001	0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1146	12:22:19	0.001	0.000	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1147	12:22:20	0.000	0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1148	12:22:21	0.001	0.002	0.008	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1149	12:22:22	0.000	0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1150	12:22:23	0.001	0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1151	12:22:24	0.001	0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1152	12:22:25	0.001	-0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1153	12:22:26	0.001	-0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1154	12:22:27	0.001	-0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1155	12:22:28	0.001	0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
1156	12:22:29	0.001	0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1157	12:22:30	0.001	0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1158	12:22:31	0.001	0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1159	12:22:32	0.001	-0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1160	12:22:33	0.001	-0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	779
1161	12:22:34	0.001	-0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1162	12:22:35	0.001	-0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
1163	12:22:36	0.001	0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1164	12:22:37	0.001	-0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1165	12:22:38	0.001	0.002	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1166	12:22:39	0.000	0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1167	12:22:40	0.001	0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1168	12:22:41	0.001	0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	779
1169	12:22:42	0.001	-0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1170	12:22:43	0.001	0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1171	12:22:44	0.001	0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1172	12:22:45	0.001	-0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1173	12:22:46	0.000	-0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1174	12:22:47	0.001	-0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1175	12:22:48	0.001	0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	779
1176	12:22:49	0.001	0.002	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	779
1177	12:22:50	0.001	0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	777
1178	12:22:51	0.000	0.002	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1179	12:22:52	0.001	0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1180	12:22:53	0.001	0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	779
1181	12:22:54	0.001	0.001	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1182	12:22:55	0.001	0.000	0.009	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	779
1183	12:22:56	0.001	-0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1184	12:22:57	0.001	-0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1185	12:22:58	0.001	0.000	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	780
1186	12:22:59	0.003	-0.000	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1187	12:23:00	0.001	0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1188	12:23:01	0.001	0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
1189	12:23:02	0.001	-0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	782
1190	12:23:03	0.001	0.002	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	779
1191	12:23:04	0.001	0.000	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1192	12:23:05	0.000	0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1193	12:23:06	0.001	0.002	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1194	12:23:07	0.001	-0.002	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1195	12:23:08	0.001	0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1196	12:23:09	0.001	-0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	778
1197	12:23:10	0.000	-0.000	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	779
1198	12:23:11	0.001	-0.000	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1199	12:23:12	0.001	-0.002	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	783
1200	12:23:13	0.001	0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1201	12:23:14	0.001	-0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1202	12:23:15	0.001	0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1203	12:23:16	0.001	0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1204	12:23:17	0.001	0.000	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1205	12:23:18	0.001	0.002	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1206	12:23:19	0.001	0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1207	12:23:20	0.001	0.002	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1208	12:23:21	0.001	-0.000	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1209	12:23:22	0.000	-0.000	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	779
1210	12:23:23	0.001	0.000	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1211	12:23:24	0.001	-0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1212	12:23:25	0.001	0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	782
1213	12:23:26	0.001	0.000	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1214	12:23:27	0.001	-0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1215	12:23:28	0.001	0.001	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1216	12:23:29	0.000	0.000	0.010	22.026	14.210	23.150	0.001	-0.000	0.008	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1217	12:23:30	0.001	0.002	0.010	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	778
1218	12:23:31	0.000	0.001	0.010	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	776
1219	12:23:32	0.001	-0.001	0.010	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1220	12:23:33	0.000	0.000	0.010	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	779
1221	12:23:34	0.001	-0.002	0.010	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1222	12:23:35	0.001	0.000	0.010	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	779
1223	12:23:36	0.001	0.001	0.010	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1224	12:23:37	0.001	-0.001	0.011	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1225	12:23:38	0.001	0.002	0.010	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1226	12:23:39	0.001	-0.001	0.011	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1227	12:23:40	0.001	-0.000	0.011	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1228	12:23:41	0.001	-0.001	0.011	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1229	12:23:42	0.001	-0.003	0.011	22.026	14.210	23.149	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	778
1230	12:23:43	-0.000	-0.001	0.011	22.026	14.210	23.148	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1231	12:23:44	0.001	-0.001	0.011	22.026	14.210	23.148	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1232	12:23:45	0.001	0.003	0.011	22.026	14.210	23.148	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1233	12:23:46	0.001	-0.000	0.011	22.026	14.210	23.148	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	779
1234	12:23:47	0.001	0.002	0.011	22.026	14.210	23.148	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1235	12:23:48	0.001	0.001	0.011	22.026	14.210	23.148	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	779
1236	12:23:49	0.001	-0.002	0.011	22.026	14.210	23.148	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1237	12:23:50	0.000	0.001	0.011	22.026	14.210	23.148	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1238	12:23:51	0.001	-0.001	0.011	22.026	14.210	23.147	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1239	12:23:52	0.001	-0.000	0.011	22.026	14.210	23.147	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1240	12:23:53	0.001	0.001	0.011	22.026	14.210	23.147	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1241	12:23:54	0.001	0.001	0.011	22.026	14.210	23.147	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	778
1242	12:23:55	0.001	0.002	0.011	22.026	14.210	23.146	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1243	12:23:56	0.001	0.000	0.011	22.026	14.210	23.146	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	779
1244	12:23:57	0.001	-0.000	0.011	22.026	14.210	23.146	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1245	12:23:58	0.001	0.001	0.011	22.026	14.210	23.146	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1246	12:23:59	0.001	-0.000	0.011	22.026	14.210	23.145	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1247	12:24:00	0.001	-0.001	0.011	22.026	14.210	23.145	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1248	12:24:01	0.001	-0.001	0.011	22.026	14.210	23.145	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1249	12:24:02	0.001	-0.001	0.011	22.026	14.210	23.145	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1250	12:24:03	0.000	-0.000	0.011	22.026	14.210	23.144	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	779
1251	12:24:04	0.001	0.002	0.011	22.026	14.210	23.144	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1252	12:24:05	0.001	0.000	0.011	22.026	14.210	23.144	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1253	12:24:06	0.001	-0.001	0.012	22.026	14.210	23.144	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	782
1254	12:24:07	0.001	0.000	0.012	22.026	14.210	23.143	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1255	12:24:08	0.001	-0.000	0.012	22.026	14.210	23.143	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1256	12:24:09	0.001	0.000	0.012	22.026	14.210	23.143	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	782
1257	12:24:10	0.001	0.000	0.012	22.026	14.210	23.143	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1258	12:24:11	0.001	-0.001	0.012	22.026	14.210	23.141	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1259	12:24:12	0.001	0.001	0.012	22.026	14.210	23.141	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1260	12:24:13	0.001	0.003	0.012	22.026	14.210	23.141	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	778
1261	12:24:14	0.001	0.004	0.012	22.026	14.210	23.141	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	778
1262	12:24:15	0.001	0.004	0.012	22.026	14.210	23.141	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	779
1263	12:24:16	0.001	0.002	0.012	22.026	14.210	23.141	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1264	12:24:17	0.000	0.000	0.012	22.026	14.210	23.141	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	781
1265	12:24:18	0.001	0.001	0.012	22.026	14.210	23.141	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	780
1266	12:24:19	0.001	0.000	0.012	22.026	14.210	23.141	0.001	-0.000	0.009	Manual	Manual	Deposit	Sensor Status	1	00	Fundamental Activity	000.000	777
